"","country_code","country","year","co_eu28","co_jpn","total_pat","co_usa","co_wrd","EMP_X1564","G_PPP","G_XGDP","GDP_HAB_PPP","GDP_PPP","GINIDSP_GINI","HE_XG","HE_XGDP","POP_NB","POP1564_NB","PVRTTX_X","collab_ratio"
"819","NZL","New Zealand",2000,0,2,212,44,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287735849056604
"820","NZL","New Zealand",2001,0,2,252,36,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214285714285714
"821","NZL","New Zealand",2002,0,3,339,49,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238938053097345
"822","NZL","New Zealand",2003,0,1,449,76,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291759465478842
"823","NZL","New Zealand",2004,0,2,562,71,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272241992882562
"824","NZL","New Zealand",2005,0,2,549,69,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264116575591985
"825","NZL","New Zealand",2006,0,1,465,72,148,76.56,NA,NA,27685.51,116064.96,NA,NA,NA,4184.54,2784.65,NA,0.318279569892473
"826","NZL","New Zealand",2007,0,1,440,77,134,77.23,1435.07,1.16,29309.54,124080.44,NA,30.22,0.35,4223.81,2807.26,NA,0.304545454545455
"827","NZL","New Zealand",2008,0,6,467,96,160,76.91,NA,NA,29782.23,127199.9,NA,NA,NA,4259.77,2829.19,NA,0.342612419700214
"828","NZL","New Zealand",2009,0,2,490,101,168,75.25,1655.2,1.25,30590.28,132152.29,NA,32.96,0.41,4302.58,2853.12,NA,0.342857142857143
"829","NZL","New Zealand",2010,0,1,444,79,132,74.92,NA,NA,31176.25,136049.35,NA,NA,NA,4350.65,2879.05,NA,0.297297297297297
"830","NZL","New Zealand",2011,0,2,458,86,157,75.63,1766.59,1.23,32667.48,143508.23,0.32,31.85,0.39,4383.99,2893.22,0.1,0.342794759825328
"831","NZL","New Zealand",2012,0,2,485,111,178,75.4,NA,NA,32991.26,145755.37,0.33,NA,NA,4408.03,2895.21,0.1,0.36701030927835
"832","NZL","New Zealand",2013,0,0,569,116,182,76.6,1902.75,1.15,36064.85,164784.62,NA,30.43,0.35,4442.07,2907.34,NA,0.319859402460457
"833","NZL","New Zealand",2014,0,0,570,110,196,78.18,NA,NA,36889.17,170067.63,NA,NA,NA,4509.76,2948.24,NA,0.343859649122807
"834","NZL","New Zealand",2015,0,2,624,109,193,NA,NA,NA,37339.74,175370.42,NA,NA,NA,4592.6,3001.9,NA,0.309294871794872
"835","NZL","New Zealand",2016,0,4,547,107,178,NA,NA,NA,NA,NA,NA,NA,NA,4655,3037.5,NA,0.325411334552102
"836","NZL","New Zealand",2017,0,0,464,83,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362068965517241
"837","OECD","OECD - Total",1999,0,866,174514,4766,7853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0449992550740915
"838","OECD","OECD - Total",2000,0,961,192070,5623,9168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0477325974904983
"839","OECD","OECD - Total",2001,0,1254,247666,7687,12425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0501683719202474
"840","OECD","OECD - Total",2002,0,1206,253240,7910,13293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0524917074711736
"841","OECD","OECD - Total",2003,0,1421,266659,8788,15265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0572453958051294
"842","OECD","OECD - Total",2004,0,1640,304517,10040,18577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0610048043294791
"843","OECD","OECD - Total",2005,0,1895,333496,10788,20841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0624925036582148
"844","OECD","OECD - Total",2006,0,1627,315436,10670,20096,NA,849877.8,2.19,32374.9,38866475.79,NA,17.28,0.38,1201154,802222.1,NA,0.0637086445427916
"845","OECD","OECD - Total",2007,0,1667,315764,11317,21332,NA,915971.72,2.22,33924.86,41298816.37,NA,17.18,0.38,1210193,808427.7,NA,0.0675567829138217
"846","OECD","OECD - Total",2008,0,1662,305085,11120,21789,NA,975119.23,2.29,34744.94,42567505.14,NA,17.21,0.39,1219477,814096.4,NA,0.0714194404837996
"847","OECD","OECD - Total",2009,0,1554,282852,10475,20853,NA,973754.88,2.34,33795.51,41685356.04,NA,18.36,0.43,1227929,818898.3,NA,0.073724067710322
"848","OECD","OECD - Total",2010,0,1555,293241,11137,22542,NA,999219.74,2.3,35105.27,43464238.63,NA,18.64,0.43,1236914,824585.2,NA,0.0768719244580396
"849","OECD","OECD - Total",2011,0,1517,314939,12395,25072,NA,1056276.71,2.33,36405.82,45329347.8,NA,18.4,0.43,1243750,828551.1,NA,0.0796090671526867
"850","OECD","OECD - Total",2012,0,1618,337191,14211,28170,NA,1091447.42,2.34,37311.83,46730797.55,NA,18.44,0.43,1250278,829786,NA,0.0835431550664164
"851","OECD","OECD - Total",2013,0,1665,354093,15006,29645,NA,1144917.19,2.37,38551.78,48308680.1,NA,18.3,0.43,1257112,831276.6,NA,0.0837209433679852
"852","OECD","OECD - Total",2014,0,1674,358727,15036,30615,NA,1181495.08,2.38,39624.47,49699077.13,NA,17.91,0.43,1264365,833191.8,NA,0.0853434505905605
"853","OECD","OECD - Total",2015,0,1669,358684,15397,31550,NA,NA,NA,40572.18,51160547.71,NA,NA,NA,1271727,834475.6,NA,0.0879604331389189
"854","OECD","OECD - Total",2016,0,1612,354434,15509,31717,NA,NA,NA,NA,NA,NA,NA,NA,1278672,836313.1,NA,0.089486335960997
"855","OECD","OECD - Total",2017,0,1614,336970,15522,30786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0913612487758554
"856","PER","Peru",1999,0,0,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714285714286
"857","PER","Peru",2000,0,0,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667
"858","PER","Peru",2001,0,0,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3
"859","PER","Peru",2002,0,0,8,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375
"860","PER","Peru",2003,0,0,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125
"861","PER","Peru",2004,0,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
"862","PER","Peru",2005,0,0,9,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777777777777778
"863","PER","Peru",2006,0,0,4,0,1,NA,NA,NA,NA,205164,NA,NA,NA,NA,NA,NA,0.25
"864","PER","Peru",2007,0,0,12,8,9,NA,NA,NA,NA,228565,NA,NA,NA,NA,NA,NA,0.75
"865","PER","Peru",2008,0,0,8,1,2,NA,NA,NA,NA,254358,NA,NA,NA,NA,NA,NA,0.25
"866","PER","Peru",2009,0,0,13,4,6,NA,NA,NA,NA,258978,NA,NA,NA,NA,NA,NA,0.461538461538462
"867","PER","Peru",2010,0,0,15,3,7,NA,NA,NA,NA,284295,NA,NA,NA,NA,NA,NA,0.466666666666667
"868","PER","Peru",2011,0,0,11,1,7,NA,NA,NA,NA,308884,NA,NA,NA,NA,NA,NA,0.636363636363636
"869","PER","Peru",2012,0,0,13,5,6,NA,NA,NA,NA,333294,NA,NA,NA,NA,NA,NA,0.461538461538462
"870","PER","Peru",2013,0,0,16,6,7,NA,NA,NA,NA,358554,NA,NA,NA,NA,NA,NA,0.4375
"871","PER","Peru",2014,0,0,18,7,9,NA,NA,NA,NA,373135,NA,NA,NA,NA,NA,NA,0.5
"872","PER","Peru",2015,0,0,29,10,19,NA,NA,NA,NA,389149,NA,NA,NA,NA,NA,NA,0.655172413793103
"873","PER","Peru",2016,0,0,14,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143
"874","PER","Peru",2017,0,0,22,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227272727272727
"875","PHL","Philippines",1999,0,0,20,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"876","PHL","Philippines",2000,0,1,43,21,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604651162790698
"877","PHL","Philippines",2001,0,4,71,27,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464788732394366
"878","PHL","Philippines",2002,0,1,60,21,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"879","PHL","Philippines",2003,0,5,58,21,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"880","PHL","Philippines",2004,0,2,93,32,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408602150537634
"881","PHL","Philippines",2005,0,4,79,32,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506329113924051
"882","PHL","Philippines",2006,0,2,89,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426966292134831
"883","PHL","Philippines",2007,0,1,95,22,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336842105263158
"884","PHL","Philippines",2008,0,3,83,30,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626506024096386
"885","PHL","Philippines",2009,0,1,76,29,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"886","PHL","Philippines",2010,0,1,88,32,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534090909090909
"887","PHL","Philippines",2011,0,0,85,34,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505882352941176
"888","PHL","Philippines",2012,0,1,84,33,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333
"889","PHL","Philippines",2013,0,2,115,47,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565217391304348
"890","PHL","Philippines",2014,0,3,144,60,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597222222222222
"891","PHL","Philippines",2015,0,3,149,58,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550335570469799
"892","PHL","Philippines",2016,0,7,144,59,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590277777777778
"893","PHL","Philippines",2017,0,NA,124,53,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604838709677419
"894","POL","Poland",1999,0,1,47,19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638297872340426
"895","POL","Poland",2000,0,0,54,19,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685185185185185
"896","POL","Poland",2001,0,0,75,34,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693333333333333
"897","POL","Poland",2002,0,3,75,34,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"898","POL","Poland",2003,0,3,108,38,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333
"899","POL","Poland",2004,0,10,190,54,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505263157894737
"900","POL","Poland",2005,0,15,218,61,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518348623853211
"901","POL","Poland",2006,0,2,149,42,70,54.18,3195.3,0.55,15154.58,577596.39,0.32,31,0.17,38132.28,26937.03,0.11,0.469798657718121
"902","POL","Poland",2007,0,2,136,41,80,56.38,3620.35,0.56,16783.38,643868.76,0.32,33.91,0.19,38115.97,27034.9,0.1,0.588235294117647
"903","POL","Poland",2008,0,3,228,47,110,58.26,4150.91,0.6,18315.13,688023.22,0.31,33.64,0.2,38115.91,27119.95,0.11,0.482456140350877
"904","POL","Poland",2009,0,2,238,65,141,58.36,4863.14,0.67,19265.42,730202.63,0.3,37.07,0.25,38153.39,27191.53,0.11,0.592436974789916
"905","POL","Poland",2010,0,8,285,71,166,56.33,5726.51,0.72,20829.37,794450.12,0.31,37.19,0.27,38516.69,27467.55,0.11,0.582456140350877
"906","POL","Poland",2011,0,2,320,69,146,56.72,6394.7,0.75,22576.02,857184.64,0.3,35.1,0.26,38525.67,27438.38,0.11,0.45625
"907","POL","Poland",2012,0,5,382,78,196,57.06,7914.28,0.88,23541.53,898235.93,0.3,34.43,0.3,38533.79,27321.82,0.1,0.513089005235602
"908","POL","Poland",2013,0,7,451,93,196,57.34,8113.87,0.87,24444.06,931746.98,0.3,29.26,0.25,38056.02,26759.46,0.11,0.434589800443459
"909","POL","Poland",2014,0,3,518,76,195,58.86,9031.07,0.94,25414.46,960263,NA,29.16,0.27,38037.11,26545.3,NA,0.376447876447876
"910","POL","Poland",2015,0,3,556,107,226,NA,NA,NA,26534.93,1007931.08,NA,NA,NA,38016.06,26311.64,NA,0.406474820143885
"911","POL","Poland",2016,0,2,548,105,219,NA,NA,NA,NA,NA,NA,NA,NA,37988.19,26050.41,NA,0.39963503649635
"912","POL","Poland",2017,0,NA,565,137,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433628318584071
"913","PRT","Portugal",1999,0,0,18,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444
"914","PRT","Portugal",2000,0,0,25,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64
"915","PRT","Portugal",2001,0,0,39,11,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512820512820513
"916","PRT","Portugal",2002,0,0,36,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"917","PRT","Portugal",2003,0,0,42,10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.595238095238095
"918","PRT","Portugal",2004,0,0,72,8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458333333333333
"919","PRT","Portugal",2005,0,1,96,17,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489583333333333
"920","PRT","Portugal",2006,0,0,94,19,45,71.92,2397.73,0.95,24669.53,251190.21,0.37,31.89,0.3,10522.28,7023.14,0.12,0.478723404255319
"921","PRT","Portugal",2007,0,0,112,18,48,71.92,2989.55,1.12,25695.76,265910.03,0.36,29.75,0.33,10542.96,7033.53,0.13,0.428571428571429
"922","PRT","Portugal",2008,0,1,124,23,46,72.29,3981.89,1.45,26631.5,275524.05,0.36,34.48,0.5,10558.17,7036.43,0.11,0.370967741935484
"923","PRT","Portugal",2009,0,1,138,18,67,70.28,4375.55,1.58,26496.3,276981.6,0.34,36.58,0.58,10568.24,7029.41,0.12,0.485507246376812
"924","PRT","Portugal",2010,0,0,109,19,53,69.49,4365.86,1.53,27360.98,284871.13,0.34,36.87,0.57,10573.1,7013.11,0.11,0.486238532110092
"925","PRT","Portugal",2011,0,2,118,15,62,67.45,4142.36,1.46,26780.13,284340.66,0.34,36.39,0.53,10557.56,6981.49,0.11,0.525423728813559
"926","PRT","Portugal",2012,0,0,146,22,56,65.14,3929.63,1.38,26454.23,285216.89,0.34,36.46,0.5,10514.84,6933.16,0.13,0.383561643835616
"927","PRT","Portugal",2013,0,2,145,25,51,64.1,3874.07,1.33,27924.69,292071.58,0.34,44.64,0.59,10457.29,6870.04,0.14,0.351724137931034
"928","PRT","Portugal",2014,0,0,161,24,55,NA,3849.85,1.29,28831.65,299134.46,NA,45.61,0.59,10418.63,6823.35,NA,0.341614906832298
"929","PRT","Portugal",2015,0,1,174,29,62,NA,NA,NA,29717.62,308225.55,NA,NA,NA,10377.91,6780.02,NA,0.35632183908046
"930","PRT","Portugal",2016,0,1,223,39,68,NA,NA,NA,NA,NA,NA,NA,NA,10339.87,6735.27,NA,0.304932735426009
"931","PRT","Portugal",2017,0,2,285,45,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347368421052632
"932","ROU","Romania",1999,0,1,9,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333
"933","ROU","Romania",2000,0,0,14,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785714285714286
"934","ROU","Romania",2001,0,0,18,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667
"935","ROU","Romania",2002,0,0,19,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789473684210526
"936","ROU","Romania",2003,0,2,37,23,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.864864864864865
"937","ROU","Romania",2004,0,0,49,30,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795918367346939
"938","ROU","Romania",2005,0,0,43,24,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697674418604651
"939","ROU","Romania",2006,0,0,48,20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333
"940","ROU","Romania",2007,0,0,90,48,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755555555555556
"941","ROU","Romania",2008,0,0,90,36,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677777777777778
"942","ROU","Romania",2009,0,1,112,43,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660714285714286
"943","ROU","Romania",2010,0,1,107,32,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588785046728972
"944","ROU","Romania",2011,0,1,121,48,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644628099173554
"945","ROU","Romania",2012,0,1,118,36,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508474576271186
"946","ROU","Romania",2013,0,2,166,72,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656626506024096
"947","ROU","Romania",2014,0,0,168,48,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523809523809524
"948","ROU","Romania",2015,0,0,207,77,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556
"949","ROU","Romania",2016,0,1,157,57,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630573248407643
"950","ROU","Romania",2017,0,0,177,60,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581920903954802
"951","RUS","Russia",1999,0,7,384,117,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526041666666667
"952","RUS","Russia",2000,0,6,355,109,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507042253521127
"953","RUS","Russia",2001,0,6,477,166,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551362683438155
"954","RUS","Russia",2002,0,4,476,158,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535714285714286
"955","RUS","Russia",2003,0,4,521,177,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560460652591171
"956","RUS","Russia",2004,0,9,620,170,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530645161290323
"957","RUS","Russia",2005,0,11,664,177,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492469879518072
"958","RUS","Russia",2006,0,7,682,198,367,68.1,22893.88,1.07,15910.52,2133753.31,NA,6.11,0.07,143050,101577,NA,0.538123167155425
"959","RUS","Russia",2007,0,9,621,175,344,69.62,26535.66,1.12,17758.42,2377503.9,NA,6.33,0.07,142805,101657,NA,0.553945249597424
"960","RUS","Russia",2008,0,7,676,159,286,69.58,30058.39,1.04,21507.75,2878201.3,NA,6.7,0.07,142742,102047,NA,0.423076923076923
"961","RUS","Russia",2009,0,7,665,179,304,67.72,34654.59,1.25,20678.95,2768121.45,NA,7.13,0.09,142785,102500,NA,0.457142857142857
"962","RUS","Russia",2010,0,7,695,192,343,68,33093.5,1.13,21864.38,2928121.22,NA,8.35,0.09,142849,102846,NA,0.493525179856115
"963","RUS","Russia",2011,0,7,890,276,418,68.95,35192.08,1.09,24074.36,3226600.29,NA,9.03,0.1,142961,102768,NA,0.469662921348315
"964","RUS","Russia",2012,0,12,1058,286,469,69.97,37911.49,1.13,25352.34,3368060.37,NA,9.29,0.1,143207,102248,NA,0.443289224952741
"965","RUS","Russia",2013,0,6,982,250,419,70.2,36614.14,1.13,24200.22,3232198.33,NA,9.01,0.1,143507,101702.6,NA,0.426680244399185
"966","RUS","Russia",2014,0,5,1003,267,408,NA,39862.97,1.19,25512.21,3358561.21,NA,9.78,0.12,143787.3,101024.3,NA,0.406779661016949
"967","RUS","Russia",2015,0,10,967,254,418,NA,NA,NA,24469.08,3279521.24,NA,NA,NA,146267.3,102070.7,NA,0.432264736297828
"968","RUS","Russia",2016,0,1,1022,267,452,NA,NA,NA,NA,NA,NA,NA,NA,146754.3,101319.5,NA,0.442270058708415
"969","RUS","Russia",2017,0,4,826,245,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466101694915254
"970","SAU","Saudi Arabia",1999,0,0,20,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"971","SAU","Saudi Arabia",2000,0,0,23,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391304347826087
"972","SAU","Saudi Arabia",2001,0,2,27,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407407407407407
"973","SAU","Saudi Arabia",2002,0,0,43,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27906976744186
"974","SAU","Saudi Arabia",2003,0,0,46,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347826086956522
"975","SAU","Saudi Arabia",2004,0,0,50,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18
"976","SAU","Saudi Arabia",2005,0,0,50,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32
"977","SAU","Saudi Arabia",2006,0,1,87,15,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413793103448276
"978","SAU","Saudi Arabia",2007,0,1,71,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422535211267606
"979","SAU","Saudi Arabia",2008,0,3,137,22,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335766423357664
"980","SAU","Saudi Arabia",2009,0,6,167,29,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365269461077844
"981","SAU","Saudi Arabia",2010,0,3,336,47,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288690476190476
"982","SAU","Saudi Arabia",2011,0,5,339,61,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309734513274336
"983","SAU","Saudi Arabia",2012,0,3,489,78,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319018404907975
"984","SAU","Saudi Arabia",2013,0,1,573,67,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230366492146597
"985","SAU","Saudi Arabia",2014,0,2,657,76,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249619482496195
"986","SAU","Saudi Arabia",2015,0,5,758,90,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283641160949868
"987","SAU","Saudi Arabia",2016,0,4,885,101,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259887005649718
"988","SAU","Saudi Arabia",2017,0,3,990,73,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174747474747475
"989","SGP","Singapore",1999,0,12,451,92,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321507760532151
"990","SGP","Singapore",2000,0,15,593,117,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360876897133221
"991","SGP","Singapore",2001,0,13,798,161,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31203007518797
"992","SGP","Singapore",2002,0,18,820,139,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315853658536585
"993","SGP","Singapore",2003,0,40,825,133,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362424242424242
"994","SGP","Singapore",2004,0,48,1118,176,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34257602862254
"995","SGP","Singapore",2005,0,60,1245,222,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368674698795181
"996","SGP","Singapore",2006,0,69,1244,240,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442926045016077
"997","SGP","Singapore",2007,0,70,1208,227,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394867549668874
"998","SGP","Singapore",2008,0,65,1262,212,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.380348652931854
"999","SGP","Singapore",2009,0,62,1196,224,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404682274247492
"1000","SGP","Singapore",2010,0,71,1366,224,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389458272327965
"1001","SGP","Singapore",2011,0,78,1404,273,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411680911680912
"1002","SGP","Singapore",2012,0,86,1533,294,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418786692759295
"1003","SGP","Singapore",2013,0,83,1631,342,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422440220723483
"1004","SGP","Singapore",2014,0,71,1820,414,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457692307692308
"1005","SGP","Singapore",2015,0,93,1744,414,865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49598623853211
"1006","SGP","Singapore",2016,0,116,1789,395,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512576858580212
"1007","SGP","Singapore",2017,0,101,1665,405,825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495495495495495
"1008","SVK","Slovak Republic",1999,0,0,9,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777777777777778
"1009","SVK","Slovak Republic",2000,0,0,17,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588235294117647
"1010","SVK","Slovak Republic",2001,0,0,19,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789473684210526
"1011","SVK","Slovak Republic",2002,0,0,12,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333
"1012","SVK","Slovak Republic",2003,0,1,27,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.740740740740741
"1013","SVK","Slovak Republic",2004,0,0,34,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558823529411765
"1014","SVK","Slovak Republic",2005,0,0,42,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452380952380952
"1015","SVK","Slovak Republic",2006,0,0,31,5,18,59.78,482.14,0.48,18812.96,101070.95,0.25,24.1,0.11,5373.05,3849.75,0.07,0.580645161290323
"1016","SVK","Slovak Republic",2007,0,0,64,7,43,61,517.88,0.45,21070.78,115228.13,0.25,24.99,0.11,5374.62,3864.22,0.07,0.671875
